,R_0,R_1,R_2,R_3,R_4,City_State,County_Name,Secondary_Name,State
2421,493,571,751,1050,1054,"Switzerland County, IN",Switzerland County,Switzerland County,IN
2422,605,692,864,1077,1170,"Tipton County, IN",Tipton County,Tipton County,IN
2423,537,585,766,955,1038,"Wabash County, IN",Wabash County,Wabash County,IN
2424,557,604,795,1111,1276,"Warren County, IN",Warren County,Warren County,IN
2425,495,572,754,970,1051,"Wayne County, IN",Wayne County,Wayne County,IN
2426,537,582,767,1080,1098,"White County, IN",White County,White County,IN
2427,497,530,687,966,1000,"Adair County, IA",Adair County,Adair County,IA
2428,497,522,687,962,1114,"Adams County, IA",Adams County,Adams County,IA
2429,497,522,687,910,988,"Allamakee County, IA",Allamakee County,Allamakee County,IA
2430,500,525,691,861,949,"Appanoose County, IA",Appanoose County,Appanoose County,IA
2431,497,522,687,876,931,"Audubon County, IA",Audubon County,Audubon County,IA
2432,574,647,793,1062,1195,"Boone County, IA",Boone County,Boone County,IA
2433,504,569,732,988,992,"Buchanan County, IA",Buchanan County,Buchanan County,IA
2434,456,547,700,958,1030,"Buena Vista County, IA",Buena Vista County,Buena Vista County,IA
2435,497,522,687,901,931,"Butler County, IA",Butler County,Butler County,IA
2436,497,604,687,872,992,"Calhoun County, IA",Calhoun County,Calhoun County,IA
2437,497,522,687,927,931,"Carroll County, IA",Carroll County,Carroll County,IA
2438,497,602,687,895,931,"Cass County, IA",Cass County,Cass County,IA
2439,572,601,791,1020,1072,"Cedar County, IA",Cedar County,Cedar County,IA
2440,521,607,799,1032,1249,"Cerro Gordo County, IA",Cerro Gordo County,Cerro Gordo County,IA
2441,497,559,687,991,1047,"Cherokee County, IA",Cherokee County,Cherokee County,IA
2442,497,591,687,991,1111,"Chickasaw County, IA",Chickasaw County,Chickasaw County,IA
2443,590,620,816,1035,1105,"Clarke County, IA",Clarke County,Clarke County,IA
2444,517,543,715,1007,1201,"Clay County, IA",Clay County,Clay County,IA
2445,506,548,722,900,978,"Clayton County, IA",Clayton County,Clayton County,IA
2446,536,605,790,1010,1118,"Clinton County, IA",Clinton County,Clinton County,IA
2447,512,557,708,882,959,"Crawford County, IA",Crawford County,Crawford County,IA
2448,526,576,727,953,988,"Davis County, IA",Davis County,Davis County,IA
2449,518,522,687,865,1146,"Decatur County, IA",Decatur County,Decatur County,IA
2450,497,522,687,991,1171,"Delaware County, IA",Delaware County,Delaware County,IA
2451,564,657,865,1130,1411,"Des Moines County, IA",Des Moines County,Des Moines County,IA
2452,585,613,808,1020,1095,"Dickinson County, IA",Dickinson County,Dickinson County,IA
2453,497,522,687,946,949,"Emmet County, IA",Emmet County,Emmet County,IA
2454,515,542,714,890,967,"Fayette County, IA",Fayette County,Fayette County,IA
2455,497,547,687,957,994,"Floyd County, IA",Floyd County,Floyd County,IA
2456,498,523,689,930,933,"Franklin County, IA",Franklin County,Franklin County,IA
2457,502,527,694,880,962,"Fremont County, IA",Fremont County,Fremont County,IA
2458,503,528,696,925,995,"Greene County, IA",Greene County,Greene County,IA
2459,545,588,753,938,1322,"Hamilton County, IA",Hamilton County,Hamilton County,IA
2460,497,546,687,873,1146,"Hancock County, IA",Hancock County,Hancock County,IA
2461,497,522,687,973,984,"Hardin County, IA",Hardin County,Hardin County,IA
2462,543,649,751,1014,1017,"Henry County, IA",Henry County,Henry County,IA
2463,497,604,687,973,1012,"Howard County, IA",Howard County,Howard County,IA
2464,498,523,689,955,1012,"Humboldt County, IA",Humboldt County,Humboldt County,IA
2465,497,544,687,967,1066,"Ida County, IA",Ida County,Ida County,IA
2466,497,532,687,991,1206,"Iowa County, IA",Iowa County,Iowa County,IA
2467,497,560,687,991,1113,"Jackson County, IA",Jackson County,Jackson County,IA
2468,529,570,751,1045,1187,"Jasper County, IA",Jasper County,Jasper County,IA
2469,510,595,783,976,1347,"Jefferson County, IA",Jefferson County,Jefferson County,IA
2470,497,550,687,924,1054,"Keokuk County, IA",Keokuk County,Keokuk County,IA
2471,548,553,728,948,986,"Kossuth County, IA",Kossuth County,Kossuth County,IA
2472,468,573,719,951,1131,"Lee County, IA",Lee County,Lee County,IA
2473,496,556,732,927,992,"Louisa County, IA",Louisa County,Louisa County,IA
2474,600,630,830,1034,1124,"Lucas County, IA",Lucas County,Lucas County,IA
2475,497,522,687,891,1003,"Lyon County, IA",Lyon County,Lyon County,IA
2476,537,565,743,931,1020,"Mahaska County, IA",Mahaska County,Mahaska County,IA
2477,613,617,795,991,1112,"Marion County, IA",Marion County,Marion County,IA
2478,525,628,805,1021,1091,"Marshall County, IA",Marshall County,Marshall County,IA
2479,505,530,698,870,946,"Mitchell County, IA",Mitchell County,Mitchell County,IA
2480,497,522,687,923,992,"Monona County, IA",Monona County,Monona County,IA
2481,537,563,742,925,1019,"Monroe County, IA",Monroe County,Monroe County,IA
2482,519,545,718,969,973,"Montgomery County, IA",Montgomery County,Montgomery County,IA
2483,600,699,921,1165,1435,"Muscatine County, IA",Muscatine County,Muscatine County,IA
2484,497,522,687,958,961,"O'Brien County, IA",O'Brien County,O'Brien County,IA
2485,497,522,687,883,931,"Osceola County, IA",Osceola County,Osceola County,IA
2486,497,522,687,916,1160,"Page County, IA",Page County,Page County,IA
2487,497,522,687,891,1123,"Palo Alto County, IA",Palo Alto County,Palo Alto County,IA
2488,497,524,687,886,931,"Pocahontas County, IA",Pocahontas County,Pocahontas County,IA
2489,566,594,782,1004,1152,"Poweshiek County, IA",Poweshiek County,Poweshiek County,IA
2490,497,536,687,976,1029,"Ringgold County, IA",Ringgold County,Ringgold County,IA
2491,497,545,687,980,1043,"Sac County, IA",Sac County,Sac County,IA
2492,517,543,715,969,1064,"Shelby County, IA",Shelby County,Shelby County,IA
2493,520,546,719,1031,1041,"Sioux County, IA",Sioux County,Sioux County,IA
2494,524,565,744,927,1058,"Tama County, IA",Tama County,Tama County,IA
2495,448,522,687,856,931,"Taylor County, IA",Taylor County,Taylor County,IA
2496,562,565,687,947,950,"Union County, IA",Union County,Union County,IA
2497,497,604,687,940,944,"Van Buren County, IA",Van Buren County,Van Buren County,IA
2498,522,584,769,987,1109,"Wapello County, IA",Wapello County,Wapello County,IA
2499,497,522,687,900,931,"Wayne County, IA",Wayne County,Wayne County,IA
2500,548,551,718,971,974,"Webster County, IA",Webster County,Webster County,IA
2501,497,522,687,936,997,"Winnebago County, IA",Winnebago County,Winnebago County,IA
2502,513,538,709,967,970,"Winneshiek County, IA",Winneshiek County,Winneshiek County,IA
2503,497,586,687,971,1141,"Worth County, IA",Worth County,Worth County,IA
2504,499,534,703,876,952,"Wright County, IA",Wright County,Wright County,IA
2505,539,542,714,890,1102,"Allen County, KS",Allen County,Allen County,KS
2506,524,542,714,945,1197,"Anderson County, KS",Anderson County,Anderson County,KS
2507,539,558,735,916,1133,"Atchison County, KS",Atchison County,Atchison County,KS
2508,587,607,800,997,1084,"Barber County, KS",Barber County,Barber County,KS
2509,539,542,714,898,1011,"Barton County, KS",Barton County,Barton County,KS
2510,545,549,723,961,979,"Bourbon County, KS",Bourbon County,Bourbon County,KS
2511,524,542,714,897,1053,"Brown County, KS",Brown County,Brown County,KS
2512,524,543,714,910,1039,"Chase County, KS",Chase County,Chase County,KS
2513,554,573,755,941,1099,"Chautauqua County, KS",Chautauqua County,Chautauqua County,KS
2514,565,589,770,960,1064,"Cherokee County, KS",Cherokee County,Cherokee County,KS
2515,558,669,761,1098,1108,"Cheyenne County, KS",Cheyenne County,Cheyenne County,KS
2516,621,643,847,1102,1147,"Clark County, KS",Clark County,Clark County,KS
2517,681,686,903,1188,1417,"Clay County, KS",Clay County,Clay County,KS
2518,524,542,714,932,1036,"Cloud County, KS",Cloud County,Cloud County,KS
2519,524,546,714,946,1100,"Coffey County, KS",Coffey County,Coffey County,KS
2520,524,542,714,890,1039,"Comanche County, KS",Comanche County,Comanche County,KS
2521,549,569,749,989,1042,"Cowley County, KS",Cowley County,Cowley County,KS
2522,581,585,770,1085,1125,"Crawford County, KS",Crawford County,Crawford County,KS
2523,524,542,714,983,1039,"Decatur County, KS",Decatur County,Decatur County,KS
2524,554,557,734,991,994,"Dickinson County, KS",Dickinson County,Dickinson County,KS
2525,524,542,714,890,1039,"Edwards County, KS",Edwards County,Edwards County,KS
2526,524,582,714,890,1199,"Elk County, KS",Elk County,Elk County,KS
2527,554,574,756,959,1323,"Ellis County, KS",Ellis County,Ellis County,KS
2528,527,555,718,969,973,"Ellsworth County, KS",Ellsworth County,Ellsworth County,KS
2529,593,616,808,1016,1152,"Finney County, KS",Finney County,Finney County,KS
2530,599,620,817,1106,1212,"Ford County, KS",Ford County,Ford County,KS
2531,570,642,845,1053,1215,"Franklin County, KS",Franklin County,Franklin County,KS
2532,784,789,1039,1464,1824,"Geary County, KS",Geary County,Geary County,KS
2533,524,602,714,890,967,"Gove County, KS",Gove County,Gove County,KS
2534,524,627,714,959,1039,"Graham County, KS",Graham County,Graham County,KS
2535,524,542,714,890,1039,"Grant County, KS",Grant County,Grant County,KS
2536,538,557,733,913,1022,"Gray County, KS",Gray County,Gray County,KS
2537,558,578,761,991,1108,"Greeley County, KS",Greeley County,Greeley County,KS
2538,524,601,714,959,1061,"Greenwood County, KS",Greenwood County,Greenwood County,KS
2539,524,542,714,890,967,"Hamilton County, KS",Hamilton County,Hamilton County,KS
2540,550,569,750,935,1185,"Harper County, KS",Harper County,Harper County,KS
2541,624,646,851,1060,1239,"Haskell County, KS",Haskell County,Haskell County,KS
2542,526,579,717,968,971,"Hodgeman County, KS",Hodgeman County,Hodgeman County,KS
2543,524,600,714,911,967,"Jewell County, KS",Jewell County,Jewell County,KS
2544,524,542,714,890,1039,"Kearny County, KS",Kearny County,Kearny County,KS
2545,465,627,714,1010,1254,"Kiowa County, KS",Kiowa County,Kiowa County,KS
2546,465,542,714,957,1067,"Labette County, KS",Labette County,Labette County,KS
2547,524,542,714,895,1039,"Lane County, KS",Lane County,Lane County,KS
2548,524,596,714,913,1039,"Lincoln County, KS",Lincoln County,Lincoln County,KS
2549,558,578,761,1098,1252,"Logan County, KS",Logan County,Logan County,KS
2550,480,542,714,1014,1130,"Lyon County, KS",Lyon County,Lyon County,KS
2551,601,622,819,1050,1166,"McPherson County, KS",McPherson County,McPherson County,KS
2552,524,542,714,890,967,"Marion County, KS",Marion County,Marion County,KS
2553,524,542,714,937,1199,"Marshall County, KS",Marshall County,Marshall County,KS
2554,524,548,714,964,967,"Meade County, KS",Meade County,Meade County,KS
2555,524,542,714,890,1039,"Mitchell County, KS",Mitchell County,Mitchell County,KS
2556,539,542,714,943,1113,"Montgomery County, KS",Montgomery County,Montgomery County,KS
2557,561,581,765,978,1036,"Morris County, KS",Morris County,Morris County,KS
2558,524,542,714,964,967,"Morton County, KS",Morton County,Morton County,KS
2559,465,582,714,1012,1147,"Nemaha County, KS",Nemaha County,Nemaha County,KS
2560,524,582,714,964,967,"Neosho County, KS",Neosho County,Neosho County,KS
2561,524,627,714,1006,1009,"Ness County, KS",Ness County,Ness County,KS
2562,525,629,716,976,1042,"Norton County, KS",Norton County,Norton County,KS
2563,524,624,714,1030,1039,"Osborne County, KS",Osborne County,Osborne County,KS
2564,555,575,757,966,1025,"Ottawa County, KS",Ottawa County,Ottawa County,KS
2565,524,627,714,1030,1039,"Pawnee County, KS",Pawnee County,Pawnee County,KS
2566,524,627,714,940,967,"Phillips County, KS",Phillips County,Phillips County,KS
2567,579,613,790,984,1387,"Pratt County, KS",Pratt County,Pratt County,KS
2568,524,542,714,890,967,"Rawlins County, KS",Rawlins County,Rawlins County,KS
2569,521,607,800,997,1143,"Reno County, KS",Reno County,Reno County,KS
2570,524,627,714,1020,1024,"Republic County, KS",Republic County,Republic County,KS
2571,524,603,714,1021,1180,"Rice County, KS",Rice County,Rice County,KS
2572,524,560,714,890,967,"Rooks County, KS",Rooks County,Rooks County,KS
2573,524,587,714,1030,1137,"Rush County, KS",Rush County,Rush County,KS
2574,524,542,714,980,1039,"Russell County, KS",Russell County,Russell County,KS
2575,548,629,828,1065,1263,"Saline County, KS",Saline County,Saline County,KS
2576,640,662,872,1087,1416,"Scott County, KS",Scott County,Scott County,KS
2577,521,642,800,1012,1161,"Seward County, KS",Seward County,Seward County,KS
2578,524,542,714,995,1039,"Sheridan County, KS",Sheridan County,Sheridan County,KS
2579,578,598,788,982,1067,"Sherman County, KS",Sherman County,Sherman County,KS
2580,524,608,714,961,1039,"Smith County, KS",Smith County,Smith County,KS
2581,541,560,737,918,998,"Stafford County, KS",Stafford County,Stafford County,KS
2582,524,542,714,890,1039,"Stanton County, KS",Stanton County,Stanton County,KS
2583,565,585,771,961,1197,"Stevens County, KS",Stevens County,Stevens County,KS
2584,524,543,714,1030,1039,"Thomas County, KS",Thomas County,Thomas County,KS
2585,537,556,732,912,992,"Trego County, KS",Trego County,Trego County,KS
2586,524,555,714,968,1039,"Wallace County, KS",Wallace County,Wallace County,KS
2587,524,609,714,890,1019,"Washington County, KS",Washington County,Washington County,KS
2588,524,542,714,1030,1039,"Wichita County, KS",Wichita County,Wichita County,KS
2589,524,550,714,1028,1225,"Wilson County, KS",Wilson County,Wilson County,KS
2590,524,542,714,890,1039,"Woodson County, KS",Woodson County,Woodson County,KS
2591,476,479,631,852,1074,"Adair County, KY",Adair County,Adair County,KY
2592,537,653,755,1019,1023,"Anderson County, KY",Anderson County,Anderson County,KY
2593,510,544,717,893,971,"Ballard County, KY",Ballard County,Ballard County,KY
2594,502,576,707,943,958,"Barren County, KY",Barren County,Barren County,KY
2595,488,522,687,856,971,"Bath County, KY",Bath County,Bath County,KY
2596,448,527,631,852,855,"Bell County, KY",Bell County,Bell County,KY
2597,527,563,741,1012,1211,"Boyle County, KY",Boyle County,Boyle County,KY
2598,448,479,631,853,856,"Breathitt County, KY",Breathitt County,Breathitt County,KY
2599,498,501,631,786,937,"Breckinridge County, KY",Breckinridge County,Breckinridge County,KY
2600,448,542,631,786,856,"Caldwell County, KY",Caldwell County,Caldwell County,KY
2601,528,616,811,1095,1099,"Calloway County, KY",Calloway County,Calloway County,KY
2602,486,553,684,853,928,"Carlisle County, KY",Carlisle County,Carlisle County,KY
2603,495,571,697,943,946,"Carroll County, KY",Carroll County,Carroll County,KY
2604,463,494,651,811,959,"Carter County, KY",Carter County,Carter County,KY
2605,448,554,631,813,860,"Casey County, KY",Casey County,Casey County,KY
2606,448,531,631,832,1090,"Clay County, KY",Clay County,Clay County,KY
2607,448,495,631,822,855,"Clinton County, KY",Clinton County,Clinton County,KY
2608,448,536,631,853,856,"Crittenden County, KY",Crittenden County,Crittenden County,KY
2609,455,526,670,835,909,"Cumberland County, KY",Cumberland County,Cumberland County,KY
2610,476,509,670,835,909,"Elliott County, KY",Elliott County,Elliott County,KY
2611,457,488,643,801,939,"Estill County, KY",Estill County,Estill County,KY
2612,448,479,631,786,856,"Fleming County, KY",Fleming County,Fleming County,KY
2613,476,518,670,860,1124,"Floyd County, KY",Floyd County,Floyd County,KY
2614,528,676,803,1062,1278,"Franklin County, KY",Franklin County,Franklin County,KY
2615,492,495,652,812,885,"Fulton County, KY",Fulton County,Fulton County,KY
2616,493,544,694,865,1045,"Garrard County, KY",Garrard County,Garrard County,KY
2617,478,511,673,901,912,"Graves County, KY",Graves County,Graves County,KY
2618,526,531,631,873,984,"Grayson County, KY",Grayson County,Grayson County,KY
2619,448,479,631,786,855,"Green County, KY",Green County,Green County,KY
2620,439,519,631,866,870,"Harlan County, KY",Harlan County,Harlan County,KY
2621,471,503,663,908,993,"Harrison County, KY",Harrison County,Harrison County,KY
2622,494,497,631,845,1024,"Hart County, KY",Hart County,Hart County,KY
2623,448,495,631,852,855,"Hickman County, KY",Hickman County,Hickman County,KY
2624,498,532,701,946,1014,"Hopkins County, KY",Hopkins County,Hopkins County,KY
2625,448,495,631,910,983,"Jackson County, KY",Jackson County,Jackson County,KY
2626,451,497,634,856,859,"Johnson County, KY",Johnson County,Johnson County,KY
2627,448,495,631,848,855,"Knott County, KY",Knott County,Knott County,KY
2628,448,515,631,885,1108,"Knox County, KY",Knox County,Knox County,KY
2629,480,565,675,908,1018,"Laurel County, KY",Laurel County,Laurel County,KY
2630,448,494,631,853,856,"Lawrence County, KY",Lawrence County,Lawrence County,KY
2631,448,490,631,853,856,"Lee County, KY",Lee County,Lee County,KY
2632,492,495,631,853,856,"Leslie County, KY",Leslie County,Leslie County,KY
2633,471,553,663,826,912,"Letcher County, KY",Letcher County,Letcher County,KY
2634,448,535,631,885,899,"Lewis County, KY",Lewis County,Lewis County,KY
2635,448,479,631,827,875,"Lincoln County, KY",Lincoln County,Lincoln County,KY
2636,513,559,722,900,980,"Livingston County, KY",Livingston County,Livingston County,KY
2637,472,537,664,868,946,"Logan County, KY",Logan County,Logan County,KY
2638,454,517,639,861,867,"Lyon County, KY",Lyon County,Lyon County,KY
2639,521,607,799,996,1090,"McCracken County, KY",McCracken County,McCracken County,KY
2640,448,495,631,786,856,"McCreary County, KY",McCreary County,McCreary County,KY
2641,505,561,739,1049,1053,"Madison County, KY",Madison County,Madison County,KY
2642,448,538,631,801,856,"Magoffin County, KY",Magoffin County,Magoffin County,KY
2643,475,588,669,834,906,"Marion County, KY",Marion County,Marion County,KY
2644,642,661,752,937,1021,"Marshall County, KY",Marshall County,Marshall County,KY
2645,463,517,652,812,885,"Martin County, KY",Martin County,Martin County,KY
2646,469,535,660,852,896,"Mason County, KY",Mason County,Mason County,KY
2647,458,490,645,804,874,"Menifee County, KY",Menifee County,Menifee County,KY
2648,490,524,690,945,1211,"Mercer County, KY",Mercer County,Mercer County,KY
2649,448,554,631,786,855,"Metcalfe County, KY",Metcalfe County,Metcalfe County,KY
2650,448,479,631,797,855,"Monroe County, KY",Monroe County,Monroe County,KY
2651,527,563,742,936,1254,"Montgomery County, KY",Montgomery County,Montgomery County,KY
2652,448,554,631,816,855,"Morgan County, KY",Morgan County,Morgan County,KY
2653,463,523,651,811,883,"Muhlenberg County, KY",Muhlenberg County,Muhlenberg County,KY
2654,522,558,735,1039,1042,"Nelson County, KY",Nelson County,Nelson County,KY
2655,448,479,631,853,856,"Nicholas County, KY",Nicholas County,Nicholas County,KY
2656,448,520,631,852,855,"Ohio County, KY",Ohio County,Ohio County,KY
2657,488,522,687,884,1055,"Owen County, KY",Owen County,Owen County,KY
2658,448,495,631,800,856,"Owsley County, KY",Owsley County,Owsley County,KY
2659,448,550,631,852,855,"Perry County, KY",Perry County,Perry County,KY
2660,570,574,740,922,1130,"Pike County, KY",Pike County,Pike County,KY
2661,483,559,679,861,922,"Powell County, KY",Powell County,Powell County,KY
2662,450,527,691,901,936,"Pulaski County, KY",Pulaski County,Pulaski County,KY
2663,456,487,642,800,871,"Robertson County, KY",Robertson County,Robertson County,KY
2664,476,479,631,854,940,"Rockcastle County, KY",Rockcastle County,Rockcastle County,KY
2665,517,639,727,906,1136,"Rowan County, KY",Rowan County,Rowan County,KY
2666,522,526,631,840,1108,"Russell County, KY",Russell County,Russell County,KY
2667,542,579,763,951,1034,"Simpson County, KY",Simpson County,Simpson County,KY
2668,533,536,662,877,945,"Taylor County, KY",Taylor County,Taylor County,KY
2669,483,516,679,858,920,"Todd County, KY",Todd County,Todd County,KY
2670,451,541,635,874,985,"Union County, KY",Union County,Union County,KY
2671,481,514,677,844,1169,"Washington County, KY",Washington County,Washington County,KY
2672,448,554,631,910,955,"Wayne County, KY",Wayne County,Wayne County,KY
2673,448,538,631,910,966,"Webster County, KY",Webster County,Webster County,KY
2674,456,563,641,810,1110,"Whitley County, KY",Whitley County,Whitley County,KY
2675,448,479,631,841,1068,"Wolfe County, KY",Wolfe County,Wolfe County,KY
2676,542,546,710,988,1064,"Allen Parish, LA",Allen Parish,Allen Parish,LA
2677,643,697,793,1144,1160,"Assumption Parish, LA",Assumption Parish,Assumption Parish,LA
2678,498,588,764,1019,1136,"Avoyelles Parish, LA",Avoyelles Parish,Avoyelles Parish,LA
2679,645,658,756,1066,1327,"Beauregard Parish, LA",Beauregard Parish,Beauregard Parish,LA
2680,576,624,710,989,992,"Bienville Parish, LA",Bienville Parish,Bienville Parish,LA
2681,568,572,718,1016,1038,"Caldwell Parish, LA",Caldwell Parish,Caldwell Parish,LA
2682,547,569,710,897,1039,"Catahoula Parish, LA",Catahoula Parish,Catahoula Parish,LA
2683,588,591,779,971,1055,"Claiborne Parish, LA",Claiborne Parish,Claiborne Parish,LA
2684,576,624,710,914,1039,"Concordia Parish, LA",Concordia Parish,Concordia Parish,LA
2685,547,551,710,946,1039,"East Carroll Parish, LA",East Carroll Parish,East Carroll Parish,LA
2686,576,593,710,898,1054,"Evangeline Parish, LA",Evangeline Parish,Evangeline Parish,LA
2687,536,539,710,885,1039,"Franklin Parish, LA",Franklin Parish,Franklin Parish,LA
2688,576,594,710,945,967,"Jackson Parish, LA",Jackson Parish,Jackson Parish,LA
2689,606,624,710,996,1000,"Jefferson Davis Parish, LA",Jefferson Davis Parish,Jefferson Davis Parish,LA
2690,583,586,736,960,1077,"La Salle Parish, LA",La Salle Parish,La Salle Parish,LA
2691,707,711,828,1176,1180,"Lincoln Parish, LA",Lincoln Parish,Lincoln Parish,LA
2692,536,539,710,920,962,"Madison Parish, LA",Madison Parish,Madison Parish,LA
2693,606,624,710,980,1039,"Morehouse Parish, LA",Morehouse Parish,Morehouse Parish,LA
2694,630,682,898,1176,1216,"Natchitoches Parish, LA",Natchitoches Parish,Natchitoches Parish,LA
2695,670,674,846,1054,1146,"Red River Parish, LA",Red River Parish,Red River Parish,LA
2696,552,556,732,912,1285,"Richland Parish, LA",Richland Parish,Richland Parish,LA
2697,463,539,710,987,1170,"Sabine Parish, LA",Sabine Parish,Sabine Parish,LA
2698,587,591,778,1018,1054,"St. Landry Parish, LA",St. Landry Parish,St. Landry Parish,LA
2699,763,777,947,1228,1525,"St. Mary Parish, LA",St. Mary Parish,St. Mary Parish,LA
2700,562,566,710,1024,1039,"Tensas Parish, LA",Tensas Parish,Tensas Parish,LA
2701,771,866,1140,1421,1704,"Vernon Parish, LA",Vernon Parish,Vernon Parish,LA
2702,605,655,746,1024,1207,"Washington Parish, LA",Washington Parish,Washington Parish,LA
2703,536,539,710,937,1039,"West Carroll Parish, LA",West Carroll Parish,West Carroll Parish,LA
2704,590,594,782,974,1193,"Winn Parish, LA",Winn Parish,Winn Parish,LA
2705,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Allagash town,ME
2706,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Amity town,ME
2707,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Ashland town,ME
2708,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Bancroft town,ME
2709,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Blaine town,ME
2710,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Bridgewater town,ME
2711,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Caribou city,ME
2712,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Cary plantation,ME
2713,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Castle Hill town,ME
2714,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Caswell town,ME
2715,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Central Aroostook UT,ME
2716,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Chapman town,ME
2717,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Connor UT,ME
2718,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Crystal town,ME
2719,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Cyr plantation,ME
2720,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Dyer Brook town,ME
2721,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Eagle Lake town,ME
2722,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Easton town,ME
2723,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Fort Fairfield town,ME
2724,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Fort Kent town,ME
2725,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Frenchville town,ME
2726,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Garfield plantation,ME
2727,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Glenwood plantation,ME
2728,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Grand Isle town,ME
2729,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Hamlin town,ME
2730,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Hammond town,ME
2731,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Haynesville town,ME
2732,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Hersey town,ME
2733,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Hodgdon town,ME
2734,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Houlton town,ME
2735,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Island Falls town,ME
2736,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Limestone town,ME
2737,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Linneus town,ME
2738,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Littleton town,ME
2739,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Ludlow town,ME
2740,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Macwahoc plantation,ME
2741,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Madawaska town,ME
2742,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Mapleton town,ME
2743,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Mars Hill town,ME
2744,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Masardis town,ME
2745,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Merrill town,ME
2746,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Monticello town,ME
2747,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Moro plantation,ME
2748,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Nashville plantation,ME
2749,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,New Canada town,ME
2750,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,New Limerick town,ME
2751,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,New Sweden town,ME
2752,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Northwest Aroostook UT,ME
2753,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Oakfield town,ME
2754,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Orient town,ME
2755,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Oxbow plantation,ME
2756,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Penobscot Indian Island Reservation,ME
2757,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Perham town,ME
2758,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Portage Lake town,ME
2759,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Presque Isle city,ME
2760,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Reed plantation,ME
2761,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,St. Agatha town,ME
2762,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,St. Francis town,ME
2763,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,St. John plantation,ME
2764,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Sherman town,ME
2765,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Smyrna town,ME
2766,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,South Aroostook UT,ME
2767,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Square Lake UT,ME
2768,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Stockholm town,ME
2769,526,608,721,999,1086,"Aroostook County, ME",Aroostook County,Van Buren town,ME
