,R_0,R_1,R_2,R_3,R_4,City_State,County_Name,Secondary_Name,State
4294,555,597,748,994,1125,"Schleicher County, TX",Schleicher County,Schleicher County,TX
4295,645,705,870,1168,1431,"Scurry County, TX",Scurry County,Scurry County,TX
4296,529,570,714,1030,1074,"Shackelford County, TX",Shackelford County,Shackelford County,TX
4297,529,542,714,928,1178,"Shelby County, TX",Shelby County,Shelby County,TX
4298,529,627,714,983,987,"Sherman County, TX",Sherman County,Sherman County,TX
4299,529,563,714,892,1074,"Starr County, TX",Starr County,Starr County,TX
4300,529,556,714,1030,1074,"Stephens County, TX",Stephens County,Stephens County,TX
4301,594,639,801,1064,1204,"Sterling County, TX",Sterling County,Sterling County,TX
4302,594,639,801,1064,1204,"Stonewall County, TX",Stonewall County,Stonewall County,TX
4303,530,628,715,950,1075,"Sutton County, TX",Sutton County,Sutton County,TX
4304,529,542,714,963,967,"Swisher County, TX",Swisher County,Swisher County,TX
4305,612,659,825,1096,1241,"Terrell County, TX",Terrell County,Terrell County,TX
4306,544,557,733,989,993,"Terry County, TX",Terry County,Terry County,TX
4307,529,570,714,1030,1074,"Throckmorton County, TX",Throckmorton County,Throckmorton County,TX
4308,585,606,732,968,1285,"Titus County, TX",Titus County,Titus County,TX
4309,635,650,856,1067,1287,"Trinity County, TX",Trinity County,Trinity County,TX
4310,550,652,742,935,1303,"Tyler County, TX",Tyler County,Tyler County,TX
4311,529,627,714,1024,1074,"Upton County, TX",Upton County,Upton County,TX
4312,641,660,751,936,1129,"Uvalde County, TX",Uvalde County,Uvalde County,TX
4313,587,601,792,1069,1073,"Val Verde County, TX",Val Verde County,Val Verde County,TX
4314,608,623,820,1128,1211,"Van Zandt County, TX",Van Zandt County,Van Zandt County,TX
4315,615,783,944,1176,1657,"Walker County, TX",Walker County,Walker County,TX
4316,641,665,864,1133,1299,"Ward County, TX",Ward County,Ward County,TX
4317,738,801,912,1136,1512,"Washington County, TX",Washington County,Washington County,TX
4318,678,680,794,1033,1394,"Wharton County, TX",Wharton County,Wharton County,TX
4319,529,627,714,890,1059,"Wheeler County, TX",Wheeler County,Wheeler County,TX
4320,544,644,733,1034,1102,"Wilbarger County, TX",Wilbarger County,Wilbarger County,TX
4321,540,543,714,950,967,"Willacy County, TX",Willacy County,Willacy County,TX
4322,529,570,714,1030,1074,"Winkler County, TX",Winkler County,Winkler County,TX
4323,590,609,796,1059,1398,"Wood County, TX",Wood County,Wood County,TX
4324,535,634,722,900,1086,"Yoakum County, TX",Yoakum County,Yoakum County,TX
4325,529,542,714,956,1074,"Young County, TX",Young County,Young County,TX
4326,529,627,714,1030,1074,"Zapata County, TX",Zapata County,Zapata County,TX
4327,529,627,714,890,1074,"Zavala County, TX",Zavala County,Zavala County,TX
4328,503,558,714,959,1203,"Beaver County, UT",Beaver County,Beaver County,UT
4329,508,566,726,1021,1275,"Carbon County, UT",Carbon County,Carbon County,UT
4330,596,661,845,1131,1351,"Daggett County, UT",Daggett County,Daggett County,UT
4331,613,695,870,1180,1464,"Duchesne County, UT",Duchesne County,Duchesne County,UT
4332,503,627,714,890,967,"Emery County, UT",Emery County,Emery County,UT
4333,503,558,714,1030,1068,"Garfield County, UT",Garfield County,Garfield County,UT
4334,614,681,871,1256,1393,"Grand County, UT",Grand County,Grand County,UT
4335,500,663,767,1106,1306,"Iron County, UT",Iron County,Iron County,UT
4336,734,814,1041,1393,1665,"Kane County, UT",Kane County,Kane County,UT
4337,503,582,714,938,1254,"Millard County, UT",Millard County,Millard County,UT
4338,503,558,714,1030,1142,"Piute County, UT",Piute County,Piute County,UT
4339,596,661,845,1131,1351,"Rich County, UT",Rich County,Rich County,UT
4340,503,627,714,904,1043,"San Juan County, UT",San Juan County,San Juan County,UT
4341,554,597,786,979,1130,"Sanpete County, UT",Sanpete County,Sanpete County,UT
4342,518,595,734,1015,1139,"Sevier County, UT",Sevier County,Sevier County,UT
4343,918,1100,1409,1756,2474,"Summit County, UT",Summit County,Summit County,UT
4344,695,842,1067,1410,1615,"Uintah County, UT",Uintah County,Uintah County,UT
4345,821,884,1164,1539,2014,"Wasatch County, UT",Wasatch County,Wasatch County,UT
4346,504,628,715,891,1143,"Wayne County, UT",Wayne County,Wayne County,UT
4347,782,955,1156,1444,1651,"Addison County, VT",Addison County,Addison town,VT
4348,782,955,1156,1444,1651,"Addison County, VT",Addison County,Bridport town,VT
4349,782,955,1156,1444,1651,"Addison County, VT",Addison County,Bristol town,VT
4350,782,955,1156,1444,1651,"Addison County, VT",Addison County,Cornwall town,VT
4351,782,955,1156,1444,1651,"Addison County, VT",Addison County,Ferrisburgh town,VT
4352,782,955,1156,1444,1651,"Addison County, VT",Addison County,Goshen town,VT
4353,782,955,1156,1444,1651,"Addison County, VT",Addison County,Granville town,VT
4354,782,955,1156,1444,1651,"Addison County, VT",Addison County,Hancock town,VT
4355,782,955,1156,1444,1651,"Addison County, VT",Addison County,Leicester town,VT
4356,782,955,1156,1444,1651,"Addison County, VT",Addison County,Lincoln town,VT
4357,782,955,1156,1444,1651,"Addison County, VT",Addison County,Middlebury town,VT
4358,782,955,1156,1444,1651,"Addison County, VT",Addison County,Monkton town,VT
4359,782,955,1156,1444,1651,"Addison County, VT",Addison County,New Haven town,VT
4360,782,955,1156,1444,1651,"Addison County, VT",Addison County,Orwell town,VT
4361,782,955,1156,1444,1651,"Addison County, VT",Addison County,Panton town,VT
4362,782,955,1156,1444,1651,"Addison County, VT",Addison County,Ripton town,VT
4363,782,955,1156,1444,1651,"Addison County, VT",Addison County,Salisbury town,VT
4364,782,955,1156,1444,1651,"Addison County, VT",Addison County,Shoreham town,VT
4365,782,955,1156,1444,1651,"Addison County, VT",Addison County,Starksboro town,VT
4366,782,955,1156,1444,1651,"Addison County, VT",Addison County,Vergennes city,VT
4367,782,955,1156,1444,1651,"Addison County, VT",Addison County,Waltham town,VT
4368,782,955,1156,1444,1651,"Addison County, VT",Addison County,Weybridge town,VT
4369,782,955,1156,1444,1651,"Addison County, VT",Addison County,Whiting town,VT
4370,826,901,1026,1385,1390,"Bennington County, VT",Bennington County,Arlington town,VT
4371,826,901,1026,1385,1390,"Bennington County, VT",Bennington County,Bennington town,VT
4372,826,901,1026,1385,1390,"Bennington County, VT",Bennington County,Dorset town,VT
4373,826,901,1026,1385,1390,"Bennington County, VT",Bennington County,Glastenbury town,VT
4374,826,901,1026,1385,1390,"Bennington County, VT",Bennington County,Landgrove town,VT
4375,826,901,1026,1385,1390,"Bennington County, VT",Bennington County,Manchester town,VT
4376,826,901,1026,1385,1390,"Bennington County, VT",Bennington County,Peru town,VT
4377,826,901,1026,1385,1390,"Bennington County, VT",Bennington County,Pownal town,VT
4378,826,901,1026,1385,1390,"Bennington County, VT",Bennington County,Readsboro town,VT
4379,826,901,1026,1385,1390,"Bennington County, VT",Bennington County,Rupert town,VT
4380,826,901,1026,1385,1390,"Bennington County, VT",Bennington County,Sandgate town,VT
4381,826,901,1026,1385,1390,"Bennington County, VT",Bennington County,Searsburg town,VT
4382,826,901,1026,1385,1390,"Bennington County, VT",Bennington County,Shaftsbury town,VT
4383,826,901,1026,1385,1390,"Bennington County, VT",Bennington County,Stamford town,VT
4384,826,901,1026,1385,1390,"Bennington County, VT",Bennington County,Sunderland town,VT
4385,826,901,1026,1385,1390,"Bennington County, VT",Bennington County,Winhall town,VT
4386,826,901,1026,1385,1390,"Bennington County, VT",Bennington County,Woodford town,VT
4387,764,803,924,1151,1358,"Caledonia County, VT",Caledonia County,Barnet town,VT
4388,764,803,924,1151,1358,"Caledonia County, VT",Caledonia County,Burke town,VT
4389,764,803,924,1151,1358,"Caledonia County, VT",Caledonia County,Danville town,VT
4390,764,803,924,1151,1358,"Caledonia County, VT",Caledonia County,Groton town,VT
4391,764,803,924,1151,1358,"Caledonia County, VT",Caledonia County,Hardwick town,VT
4392,764,803,924,1151,1358,"Caledonia County, VT",Caledonia County,Kirby town,VT
4393,764,803,924,1151,1358,"Caledonia County, VT",Caledonia County,Lyndon town,VT
4394,764,803,924,1151,1358,"Caledonia County, VT",Caledonia County,Newark town,VT
4395,764,803,924,1151,1358,"Caledonia County, VT",Caledonia County,Peacham town,VT
4396,764,803,924,1151,1358,"Caledonia County, VT",Caledonia County,Ryegate town,VT
4397,764,803,924,1151,1358,"Caledonia County, VT",Caledonia County,St. Johnsbury town,VT
4398,764,803,924,1151,1358,"Caledonia County, VT",Caledonia County,Sheffield town,VT
4399,764,803,924,1151,1358,"Caledonia County, VT",Caledonia County,Stannard town,VT
4400,764,803,924,1151,1358,"Caledonia County, VT",Caledonia County,Sutton town,VT
4401,764,803,924,1151,1358,"Caledonia County, VT",Caledonia County,Walden town,VT
4402,764,803,924,1151,1358,"Caledonia County, VT",Caledonia County,Waterford town,VT
4403,764,803,924,1151,1358,"Caledonia County, VT",Caledonia County,Wheelock town,VT
4404,595,618,782,1009,1108,"Essex County, VT",Essex County,Averill town,VT
4405,595,618,782,1009,1108,"Essex County, VT",Essex County,Avery's gore,VT
4406,595,618,782,1009,1108,"Essex County, VT",Essex County,Bloomfield town,VT
4407,595,618,782,1009,1108,"Essex County, VT",Essex County,Brighton town,VT
4408,595,618,782,1009,1108,"Essex County, VT",Essex County,Brunswick town,VT
4409,595,618,782,1009,1108,"Essex County, VT",Essex County,Canaan town,VT
4410,595,618,782,1009,1108,"Essex County, VT",Essex County,Concord town,VT
4411,595,618,782,1009,1108,"Essex County, VT",Essex County,East Haven town,VT
4412,595,618,782,1009,1108,"Essex County, VT",Essex County,Ferdinand town,VT
4413,595,618,782,1009,1108,"Essex County, VT",Essex County,Granby town,VT
4414,595,618,782,1009,1108,"Essex County, VT",Essex County,Guildhall town,VT
4415,595,618,782,1009,1108,"Essex County, VT",Essex County,Lemington town,VT
4416,595,618,782,1009,1108,"Essex County, VT",Essex County,Lewis town,VT
4417,595,618,782,1009,1108,"Essex County, VT",Essex County,Lunenburg town,VT
4418,595,618,782,1009,1108,"Essex County, VT",Essex County,Maidstone town,VT
4419,595,618,782,1009,1108,"Essex County, VT",Essex County,Norton town,VT
4420,595,618,782,1009,1108,"Essex County, VT",Essex County,Victory town,VT
4421,595,618,782,1009,1108,"Essex County, VT",Essex County,Warner's grant,VT
4422,595,618,782,1009,1108,"Essex County, VT",Essex County,Warren's gore,VT
4423,868,874,1097,1367,1486,"Lamoille County, VT",Lamoille County,Belvidere town,VT
4424,868,874,1097,1367,1486,"Lamoille County, VT",Lamoille County,Cambridge town,VT
4425,868,874,1097,1367,1486,"Lamoille County, VT",Lamoille County,Eden town,VT
4426,868,874,1097,1367,1486,"Lamoille County, VT",Lamoille County,Elmore town,VT
4427,868,874,1097,1367,1486,"Lamoille County, VT",Lamoille County,Hyde Park town,VT
4428,868,874,1097,1367,1486,"Lamoille County, VT",Lamoille County,Johnson town,VT
4429,868,874,1097,1367,1486,"Lamoille County, VT",Lamoille County,Morristown town,VT
4430,868,874,1097,1367,1486,"Lamoille County, VT",Lamoille County,Stowe town,VT
4431,868,874,1097,1367,1486,"Lamoille County, VT",Lamoille County,Waterville town,VT
4432,868,874,1097,1367,1486,"Lamoille County, VT",Lamoille County,Wolcott town,VT
4433,787,793,1044,1351,1478,"Orange County, VT",Orange County,Bradford town,VT
4434,787,793,1044,1351,1478,"Orange County, VT",Orange County,Braintree town,VT
4435,787,793,1044,1351,1478,"Orange County, VT",Orange County,Brookfield town,VT
4436,787,793,1044,1351,1478,"Orange County, VT",Orange County,Chelsea town,VT
4437,787,793,1044,1351,1478,"Orange County, VT",Orange County,Corinth town,VT
4438,787,793,1044,1351,1478,"Orange County, VT",Orange County,Fairlee town,VT
4439,787,793,1044,1351,1478,"Orange County, VT",Orange County,Newbury town,VT
4440,787,793,1044,1351,1478,"Orange County, VT",Orange County,Orange town,VT
4441,787,793,1044,1351,1478,"Orange County, VT",Orange County,Randolph town,VT
4442,787,793,1044,1351,1478,"Orange County, VT",Orange County,Strafford town,VT
4443,787,793,1044,1351,1478,"Orange County, VT",Orange County,Thetford town,VT
4444,787,793,1044,1351,1478,"Orange County, VT",Orange County,Topsham town,VT
4445,787,793,1044,1351,1478,"Orange County, VT",Orange County,Tunbridge town,VT
4446,787,793,1044,1351,1478,"Orange County, VT",Orange County,Vershire town,VT
4447,787,793,1044,1351,1478,"Orange County, VT",Orange County,Washington town,VT
4448,787,793,1044,1351,1478,"Orange County, VT",Orange County,West Fairlee town,VT
4449,787,793,1044,1351,1478,"Orange County, VT",Orange County,Williamstown town,VT
4450,632,729,830,1106,1319,"Orleans County, VT",Orleans County,Albany town,VT
4451,632,729,830,1106,1319,"Orleans County, VT",Orleans County,Barton town,VT
4452,632,729,830,1106,1319,"Orleans County, VT",Orleans County,Brownington town,VT
4453,632,729,830,1106,1319,"Orleans County, VT",Orleans County,Charleston town,VT
4454,632,729,830,1106,1319,"Orleans County, VT",Orleans County,Coventry town,VT
4455,632,729,830,1106,1319,"Orleans County, VT",Orleans County,Craftsbury town,VT
4456,632,729,830,1106,1319,"Orleans County, VT",Orleans County,Derby town,VT
4457,632,729,830,1106,1319,"Orleans County, VT",Orleans County,Glover town,VT
4458,632,729,830,1106,1319,"Orleans County, VT",Orleans County,Greensboro town,VT
4459,632,729,830,1106,1319,"Orleans County, VT",Orleans County,Holland town,VT
4460,632,729,830,1106,1319,"Orleans County, VT",Orleans County,Irasburg town,VT
4461,632,729,830,1106,1319,"Orleans County, VT",Orleans County,Jay town,VT
4462,632,729,830,1106,1319,"Orleans County, VT",Orleans County,Lowell town,VT
4463,632,729,830,1106,1319,"Orleans County, VT",Orleans County,Morgan town,VT
4464,632,729,830,1106,1319,"Orleans County, VT",Orleans County,Newport city,VT
4465,632,729,830,1106,1319,"Orleans County, VT",Orleans County,Newport town,VT
4466,632,729,830,1106,1319,"Orleans County, VT",Orleans County,Troy town,VT
4467,632,729,830,1106,1319,"Orleans County, VT",Orleans County,Westfield town,VT
4468,632,729,830,1106,1319,"Orleans County, VT",Orleans County,Westmore town,VT
4469,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Benson town,VT
4470,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Brandon town,VT
4471,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Castleton town,VT
4472,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Chittenden town,VT
4473,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Clarendon town,VT
4474,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Danby town,VT
4475,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Fair Haven town,VT
4476,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Hubbardton town,VT
4477,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Ira town,VT
4478,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Killington town,VT
4479,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Mendon town,VT
4480,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Middletown Springs town,VT
4481,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Mount Holly town,VT
4482,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Mount Tabor town,VT
4483,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Pawlet town,VT
4484,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Pittsfield town,VT
4485,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Pittsford town,VT
4486,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Poultney town,VT
4487,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Proctor town,VT
4488,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Rutland city,VT
4489,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Rutland town,VT
4490,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Shrewsbury town,VT
4491,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Sudbury town,VT
4492,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Tinmouth town,VT
4493,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Wallingford town,VT
4494,804,830,981,1346,1397,"Rutland County, VT",Rutland County,Wells town,VT
4495,804,830,981,1346,1397,"Rutland County, VT",Rutland County,West Haven town,VT
4496,804,830,981,1346,1397,"Rutland County, VT",Rutland County,West Rutland town,VT
4497,823,881,1160,1446,1682,"Washington County, VT",Washington County,Barre city,VT
4498,823,881,1160,1446,1682,"Washington County, VT",Washington County,Barre town,VT
4499,823,881,1160,1446,1682,"Washington County, VT",Washington County,Berlin town,VT
4500,823,881,1160,1446,1682,"Washington County, VT",Washington County,Cabot town,VT
4501,823,881,1160,1446,1682,"Washington County, VT",Washington County,Calais town,VT
4502,823,881,1160,1446,1682,"Washington County, VT",Washington County,Duxbury town,VT
4503,823,881,1160,1446,1682,"Washington County, VT",Washington County,East Montpelier town,VT
